Id,Personnel__c,Personnel__c.Competency__c,Personnel__c.Employee_Type__c,Personnel__c.FirstName,Personnel__c.Id,Personnel__c.LastName,Personnel__c.Name,Personnel__c.Pay_Grade__c,Personnel__c.Retirement__c,Personnel__c.SVC__c,Personnel__c.Title,Project__c,Project__c.BT__c,Project__c.Behind__c,Project__c.Budget_FY18__c,Project__c.Budget_FY19__c,Project__c.Budget_FY20__c,Project__c.Committed__c,Project__c.Completion__c,Project__c.Country__c,Project__c.CreatedDate,Project__c.Estimated_Transition_Date__c,Project__c.Expenditure__c,Project__c.Funding_Type__c,Project__c.G_Organization__c,Project__c.G_Priority__c,Project__c.Id,Project__c.Initiation_Date__c,Project__c.Investment__c,Project__c.LOE__c,Project__c.Name,Project__c.Organization__c,Project__c.PO_Status__c,Project__c.Portfolio__c,Project__c.Remaining__c,Project__c.Resource_Utilization__c,Project__c.State__c,Project__c.Status__c,Project__c.SystemModstamp
a011H00000W6muMQAR,0031H00001rEkx0QAC,Mechanical Engineer,Civilian,JAMES B,0031H00001rEkx0QAC,BLANKENSHIP,JAMES B BLANKENSHIP,12,10,GS,PROPERTY DISPOSAL SPECIALIST,a001H00000k7FmxQAE,2,false,81200000,105560000,137228000,40600000,27,Japan,2018-06-14T17:33:03.000Z,2019-05-09,40600000,6.3,C,Low,a001H00000k7FmxQAE,2017-07-09,-9800000,3,Project 409,GVSC,Received,Air,,83,,Design,2021-07-01T18:40:47.000Z
a011H00000W6muNQAR,0031H00001rEkx1QAC,Aerospace Engineer,Civilian,KEITH,0031H00001rEkx1QAC,BLANKENSHIP,KEITH BLANKENSHIP,12,10,WS,MAT HANDLER SUPV,a001H00000k7FmyQAE,4,true,73100000,95030000,123539000,36550000,69,UAE,2018-06-14T17:33:03.000Z,2020-04-18,14620000,6.2,B,Low,a001H00000k7FmyQAE,2017-02-15,1300000,2,Project 410,AC,Received,Basic Research,21930000,99,,Design,2021-07-05T16:57:16.000Z
a011H00000W6muOQAR,0031H00001rEkx2QAC,Computer Engineer,Civilian,PETER,0031H00001rEkx2QAC,BLANKENSHIP,PETER BLANKENSHIP,11,05,WG,MVO,a001H00000k7FmzQAE,2,false,97200000,126360000,164268000,9720000,64,South Korea,2018-06-14T17:33:03.000Z,2020-01-16,48600000,6.3,C,Low,a001H00000k7FmzQAE,2017-07-30,-46100000,1,Project 411,GVSC,New,Soldier/Squad,38880000,63,,Not Started,2021-07-01T18:40:47.000Z
a011H00000W6muPQAR,0031H00001rEkx3QAC,Mechanical Engineer,Civilian,DAVID,0031H00001rEkx3QAC,BLANKENSHIP,DAVID BLANKENSHIP,13,20,GS,ENVIRONMENTAL PROT SPEC,a001H00000k7Fn0QAE,2,false,65300000,84890000,110357000,45710000,62,Qatar,2018-06-14T17:33:03.000Z,2020-03-12,13060000,6.2,A,Low,a001H00000k7Fn0QAE,2017-01-13,-47100000,3,Project 412,SC,Quote Provided,Ground Maneuver,6530000,72,,Development,2021-07-05T16:57:16.000Z
a011H00000W6muQQAR,0031H00001rEkx4QAC,Electrical Engineer,Civilian,JERED,0031H00001rEkx4QAC,BLANKENSHIP,JERED BLANKENSHIP,13,20,GS,LOGISTICS MGT SPEC,a001H00000k7Fn1QAE,1,false,40900000,53170000,69121000,8180000,68,Germany,2018-06-14T17:33:03.000Z,2020-03-12,12270000,6.4,C,Low,a001H00000k7Fn1QAE,2017-12-31,-22100000,1,Project 413,GVSC,Received,Soldier/Squad,20450000,79,,Design,2021-07-01T18:40:47.000Z
a011H00000W6muRQAR,0031H00001rEkx5QAC,Electrical Engineer,Civilian,FRED,0031H00001rEkx5QAC,BLANKENSHIP,FRED BLANKENSHIP,12,20,GS,GENERAL ENGINEER,a001H00000k7Fn2QAE,3,false,9800000,12740000,16562000,2940000,37,Turkey,2018-06-14T17:33:03.000Z,2019-12-27,1960000,6.2,C,Low,a001H00000k7Fn2QAE,2017-06-16,7500000,4,Project 414,GVSC,Quote Approved,C3I,4900000,75,,Requirement,2021-07-01T18:40:47.000Z
a011H00000W6muSQAR,0031H00001rEkx6QAC,Mechanical Engineer,Civilian,VANTIZE,0031H00001rEkx6QAC,BLANKENSHIP,VANTIZE BLANKENSHIP,13,05,GS,QUALITY ASSURANCE SPEC (CHEMICALS),a001H00000k7Fn3QAE,3,false,25600000,33280000,43264000,5120000,69,South Korea,2018-06-14T17:33:03.000Z,2018-07-26,10240000,6.3,C,Low,a001H00000k7Fn3QAE,2017-05-15,-1300000,1,Project 415,GVSC,Quote Provided,Air,10240000,54,,Development,2021-07-01T18:40:47.000Z
a011H00000W6muTQAR,0031H00001rEkx7QAC,Chemist,Civilian,JAMES,0031H00001rEkx7QAC,BLANKENSHIP,JAMES BLANKENSHIP,11,20,GS,"CHIEF,  INSTALLATION SUPPORT PACIFIC",a001H00000k7Fn4QAE,3,false,64100000,83330000,108329000,6410000,50,Spain,2018-06-14T17:33:03.000Z,2019-08-17,38460000,6.2,B,Low,a001H00000k7Fn4QAE,2017-02-07,-83600000,3,Project 416,AC,Received,Air,19230000,71,,Design,2021-07-05T16:57:16.000Z
a011H00000W6muUQAR,0031H00001rEkx8QAC,Mechanical Engineer,Civilian,BRANDON,0031H00001rEkx8QAC,BLANKENSHIP,BRANDON BLANKENSHIP,12,05,GS,SUPERVISORY GENERAL SUPPLY SPECIALIST,a001H00000k7Fn5QAE,3,false,90300000,117390000,152607000,54180000,26,Qatar,2018-06-14T17:33:03.000Z,2019-05-30,36120000,6.5,A,Low,a001H00000k7Fn5QAE,2017-12-15,-12400000,1,Project 417,SC,Received,Lethality,,91,,Design,2021-07-05T16:57:16.000Z
a011H00000W6muVQAR,0031H00001rEkx9QAC,Mechanical Engineer,Civilian,JOHNNY,0031H00001rEkx9QAC,BLANKENSHIP,JOHNNY BLANKENSHIP,11,05,WG,DISTRIBUTION PROCESS WORKER,a001H00000k7Fn6QAE,5,false,49400000,64220000,83486000,29640000,31,Afghanistan,2018-06-14T17:33:03.000Z,2019-09-27,29640000,6.6,C,Low,a001H00000k7Fn6QAE,2017-10-08,-93600000,2,Project 418,GVSC,Order Created,Air,-9880000,77,,Testing,2021-07-01T18:40:47.000Z
a011H00000W6muWQAR,0031H00001rEkxAQAS,Chemist,Civilian,ANN,0031H00001rEkxAQAS,BLANKENSHIP,ANN BLANKENSHIP,11,10,GS,PROGRAM ANALYST,a001H00000k7Fn7QAE,1,false,41300000,53690000,69797000,28910000,58,Germany,2018-06-14T17:33:03.000Z,2019-10-06,20650000,6.5,E,Low,a001H00000k7Fn7QAE,2017-02-19,-31100000,4,Project 419,AvMC,Quote Provided,C3I,-8260000,62,,Development,2021-07-05T16:56:16.000Z
a011H00000W6muXQAR,0031H00001rEkxBQAS,Computer Engineer,Civilian,CAROLYN,0031H00001rEkxBQAS,BLANKENSHIP,CAROLYN BLANKENSHIP,12,20,GS,PROPERTY DISPOSAL SPEC,a001H00000k7Fn8QAE,4,false,16400000,21320000,27716000,8200000,44,Belgium,2018-06-14T17:33:03.000Z,2019-07-16,1640000,6.5,E,Low,a001H00000k7Fn8QAE,2017-07-26,-27200000,2,Project 420,AvMC,Review in Process,C3I,6560000,72,,Deployed,2021-07-05T16:56:16.000Z
a011H00000W6muYQAR,0031H00001rEkxCQAS,Physicist,Civilian,VENALYNN,0031H00001rEkxCQAS,BLANKENSHIP,VENALYNN BLANKENSHIP,13,10,GS,LOGISTICS MANAGEMENT SPECIALIST,a001H00000k7Fn9QAE,1,false,12500000,16250000,21125000,6250000,71,Cuba,2018-06-14T17:33:03.000Z,2019-05-05,5000000,6.5,C,Low,a001H00000k7Fn9QAE,2017-03-22,-79800000,4,Project 421,GVSC,Quote Provided,Basic Research,1250000,80,,Development,2021-07-01T18:40:47.000Z
a011H00000W6muZQAR,0031H00001rEkxDQAS,Chemist,Civilian,RENE,0031H00001rEkxDQAS,BLANKENSHIP,RENE BLANKENSHIP,11,10,GS,SUPV DISTRIBUTION FACILITIES SPEC,a001H00000k7FnAQAU,3,false,51800000,67340000,87542000,31080000,57,Japan,2018-06-14T17:33:03.000Z,2019-08-21,10360000,6.6,C,Low,a001H00000k7FnAQAU,2017-03-05,-14600000,2,Project 422,GVSC,Order Created,Lethality,10360000,76,,Testing,2021-07-01T18:40:47.000Z
a011H00000W6muaQAB,0031H00001rEkxEQAS,Computer Engineer,Civilian,MICHAEL,0031H00001rEkxEQAS,BORDEN,MICHAEL BORDEN,14,10,WS,MATERIALS HANDLER SUPERVISOR,a001H00000k7FnBQAU,2,true,84800000,110240000,143312000,59360000,72,Turkey,2018-06-14T17:33:03.000Z,2020-02-24,16960000,6.3,C,Low,a001H00000k7FnBQAU,2017-03-09,1900000,3,Project 423,GVSC,Received,Ground Maneuver,8480000,96,,Design,2021-07-01T18:40:47.000Z
a011H00000W6mubQAB,0031H00001rEkxFQAS,Computer Engineer,Civilian,MICHAEL,0031H00001rEkxFQAS,BORIA,MICHAEL BORIA,11,15,GS,SUPPLY MANAGEMENT SPECIALIST,a001H00000k7FnCQAU,3,false,49100000,63830000,82979000,34370000,30,Puerto Rico,2018-06-14T17:33:03.000Z,2020-01-30,4910000,6.2,B,Low,a001H00000k7FnCQAU,2017-04-29,-75100000,1,Project 424,C5ISRC,Order Created,Soldier/Squad,9820000,95,,Testing,2021-07-05T16:57:16.000Z
a011H00000W6mucQAB,0031H00001rEkxGQAS,Computer Engineer,Civilian,ED,0031H00001rEkxGQAS,BORIA,ED BORIA,12,05,GS,PURCHASING AGENT,a001H00000k7FnDQAU,1,false,2800000,3640000,4732000,840000,65,Kuwait,2018-06-14T17:33:03.000Z,2020-05-08,280000,6.6,C,Low,a001H00000k7FnDQAU,2017-06-22,-46300000,1,Project 425,GVSC,Order Created,Soldier/Squad,1680000,87,,Testing,2021-07-01T18:40:47.000Z
a011H00000W6mudQAB,0031H00001rEkxHQAS,Physicist,Civilian,JAMES,0031H00001rEkxHQAS,BOSSI,JAMES BOSSI,11,05,WG,MVO,a001H00000k7FnEQAU,3,false,56500000,73450000,95485000,33900000,48,Philippines,2018-06-14T17:33:03.000Z,2018-08-17,5650000,6.3,B,Low,a001H00000k7FnEQAU,2017-06-18,-15200000,2,Project 426,AC,Quote Provided,Soldier/Squad,16950000,75,,Development,2021-07-05T16:57:16.000Z
a011H00000W6mueQAB,0031H00001rEkxIQAS,Chemist,Civilian,ED,0031H00001rEkxIQAS,BOWEN,ED BOWEN,13,10,GS,SUPERVISORY DISTRIBUTION FACILITIES SPECIALIST,a001H00000k7FnFQAU,3,false,35300000,45890000,59657000,17650000,63,Spain,2018-06-14T17:33:03.000Z,2018-12-05,14120000,6.2,A,Low,a001H00000k7FnFQAU,2017-07-21,-57500000,1,Project 427,SC,Quote Provided,Lethality,3530000,83,,Development,2021-07-05T16:57:16.000Z
a011H00000W6mufQAB,0031H00001rEkxJQAS,Mechanical Engineer,Civilian,ROBERT T,0031H00001rEkxJQAS,CAIN,ROBERT T CAIN,11,10,GS,IT SPECIALIST (PLCYPLN),a001H00000k7FnGQAU,5,false,49200000,63960000,83148000,29520000,56,Qatar,2018-06-14T17:33:03.000Z,2019-01-19,4920000,6.4,C,Low,a001H00000k7FnGQAU,2017-09-01,-12100000,2,Project 428,GVSC,Order Created,Basic Research,14760000,68,,Testing,2021-07-01T18:40:47.000Z
a011H00000W6mugQAB,0031H00001rEkxKQAS,Chemist,Civilian,CONRADO,0031H00001rEkxKQAS,CAIN,CONRADO CAIN,11,10,GS,SUPPLY SYSTEMS ANALYST,a001H00000k7FnHQAU,3,false,78400000,101920000,132496000,47040000,32,Kuwait,2018-06-14T17:33:03.000Z,2019-04-14,47040000,6.2,B,Low,a001H00000k7FnHQAU,2017-11-27,-12000000,4,Project 429,C5ISRC,Received,Basic Research,-15680000,59,,Design,2021-07-05T16:57:16.000Z
a011H00000W6muhQAB,0031H00001rEkxLQAS,Electrical Engineer,Civilian,BRANDON,0031H00001rEkxLQAS,CAIN,BRANDON CAIN,12,05,GS,GENERAL SUPPLY SPEC,a001H00000k7FjdQAE,1,false,39600000,51480000,66924000,19800000,35,USA,2018-06-14T17:33:02.000Z,2019-05-08,23760000,6.3,A,Emergency,a001H00000k7FjdQAE,2017-10-10,-79100000,2,Project 201,SC,Received,Lethality,-3960000,86,NH,Design,2021-07-05T16:57:16.000Z
a011H00000W6muiQAB,0031H00001rEkxMQAS,Electrical Engineer,Civilian,STEVE,0031H00001rEkxMQAS,CAIN,STEVE CAIN,12,05,GS,MANAGEMENT AND PROGRAM ANALYST,a001H00000k7FjeQAE,3,false,49800000,64740000,84162000,14940000,28,USA,2018-06-14T17:33:02.000Z,2019-04-27,19920000,6.5,B,Emergency,a001H00000k7FjeQAE,2017-01-21,-53800000,4,Project 202,C5ISRC,Received,Lethality,14940000,94,IN,Design,2021-07-05T16:57:16.000Z
a011H00000W6mujQAB,0031H00001rEkxNQAS,Physicist,Civilian,MICHAEL,0031H00001rEkxNQAS,CAIN,MICHAEL CAIN,11,05,WS,MATERIALS EXAMINER & IDENTIFIER SUPERVISOR (FLO),a001H00000k7FjfQAE,4,true,36900000,47970000,62361000,14760000,20,USA,2018-06-14T17:33:02.000Z,2019-05-27,18450000,6.2,C,Emergency,a001H00000k7FjfQAE,2017-11-30,-82500000,4,Project 203,GVSC,Quote Approved,Soldier/Squad,3690000,50,NY,Requirement,2021-07-01T18:40:47.000Z
a011H00000W6mukQAB,0031H00001rEkxOQAS,Chemist,Civilian,PATRICK,0031H00001rEkxOQAS,CAMERON,PATRICK CAMERON,11,05,GS,SUPPLY TECHNICIAN,a001H00000k7FjgQAE,2,false,1200000,1560000,2028000,840000,67,USA,2018-06-14T17:33:02.000Z,2018-07-13,360000,6.4,C,Emergency,a001H00000k7FjgQAE,2017-04-03,-55200000,2,Project 204,GVSC,Quote Provided,Lethality,,98,AZ,Development,2021-07-01T18:40:47.000Z
a011H00000W6mulQAB,0031H00001rEkxPQAS,Mechanical Engineer,Civilian,LARRY,0031H00001rEkxPQAS,CAMERON,LARRY CAMERON,11,10,GS,INVENTORY MANAGEMENT SPECIALIST,a001H00000k7FjhQAE,1,false,43500000,56550000,73515000,8700000,29,USA,2018-06-14T17:33:02.000Z,2019-04-18,8700000,6.6,C,Emergency,a001H00000k7FjhQAE,2017-01-24,-53500000,4,Project 205,GVSC,Quote Provided,C3I,26100000,81,IA,Development,2021-07-01T18:40:47.000Z
a011H00000W6mumQAB,0031H00001rEkxQQAS,Physicist,Civilian,JOHN,0031H00001rEkxQQAS,CAMERON,JOHN CAMERON,12,10,GS,SUPERVISORY DISTRIBUTION FACILITIES SPECIALIST,a001H00000k7FjiQAE,1,false,81800000,106340000,138242000,8180000,51,USA,2018-06-14T17:33:02.000Z,2019-05-24,16360000,6.2,C,Emergency,a001H00000k7FjiQAE,2017-12-09,-75600000,4,Project 206,GVSC,Quote Provided,C3I,57260000,59,FL,Development,2021-07-01T18:40:47.000Z
a011H00000W6munQAB,0031H00001rEkxRQAS,Physicist,Civilian,GARY,0031H00001rEkxRQAS,CAMPBELL,GARY CAMPBELL,12,05,GS,PROPERTY DISPOSAL SPEC,a001H00000k7FjjQAE,2,false,88800000,115440000,150072000,26640000,46,USA,2018-06-14T17:33:02.000Z,2019-10-14,8880000,6.5,D,Emergency,a001H00000k7FjjQAE,2017-08-20,-39000000,2,Project 208,CBC,Quote Provided,Air,53280000,79,UT,Development,2021-07-05T16:57:16.000Z
a011H00000W6muoQAB,0031H00001rEkxSQAS,Chemist,Civilian,LEWIS,0031H00001rEkxSQAS,COLON,LEWIS COLON,12,05,GS,CONTRACTING OFFICER REPRESENTATIVE,a001H00000k7FjkQAE,4,false,56300000,73190000,95147000,28150000,51,USA,2018-06-14T17:33:02.000Z,2020-02-02,28150000,6.3,D,Emergency,a001H00000k7FjkQAE,2017-09-17,-7900000,2,Project 209,CBC,Quote Provided,Basic Research,,85,TX,Development,2021-07-05T16:57:16.000Z
a011H00000W6mupQAB,0031H00001rEkxTQAS,Mechanical Engineer,Civilian,LARRY,0031H00001rEkxTQAS,COLON,LARRY COLON,11,05,GS,MGT AND PROG ANL,a001H00000k7FjlQAE,3,true,55800000,72540000,94302000,11160000,63,USA,2018-06-14T17:33:02.000Z,2020-05-13,27900000,6.4,D,Emergency,a001H00000k7FjlQAE,2017-06-15,-9000000,4,Project 210,AvMC,Review in Process,Basic Research,16740000,79,KY,Deployed,2021-07-05T16:56:16.000Z
a011H00000W6muqQAB,0031H00001rEkxUQAS,Electrical Engineer,Civilian,ROBERT T,0031H00001rEkxUQAS,COLON,ROBERT T COLON,13,15,WS,FUELS DISTRIBUTION SYSTEMS OPERATOR SUPERVISOR,a001H00000k7FjmQAE,5,false,90100000,117130000,152269000,63070000,72,USA,2018-06-14T17:33:02.000Z,2019-01-04,18020000,6.5,D,Emergency,a001H00000k7FjmQAE,2017-09-22,-5500000,1,Project 211,CBC,Quote Provided,Soldier/Squad,9010000,69,WI,Development,2021-07-05T16:57:16.000Z
a011H00000W6murQAB,0031H00001rEkxVQAS,Aerospace Engineer,Civilian,DUSTIN,0031H00001rEkxVQAS,COLON,DUSTIN COLON,12,10,GS,ADMIN SPT ASST (OA),a001H00000k7FjnQAE,5,false,82600000,107380000,139594000,33040000,31,USA,2018-06-14T17:33:02.000Z,2019-11-03,16520000,6.6,B,Emergency,a001H00000k7FjnQAE,2017-06-08,2300000,4,Project 212,C5ISRC,Received,C3I,33040000,57,NJ,Design,2021-07-05T16:57:16.000Z
a011H00000W6musQAB,0031H00001rEkxWQAS,Mechanical Engineer,Civilian,BRIAN,0031H00001rEkxWQAS,COLON,BRIAN COLON,13,15,GS,PROCUREMENT TECH (OA),a001H00000k7FjoQAE,2,false,29300000,38090000,49517000,2930000,30,USA,2018-06-14T17:33:02.000Z,2019-04-23,11720000,6.2,A,Emergency,a001H00000k7FjoQAE,2017-09-27,-16500000,2,Project 213,SC,Review in Process,Ground Maneuver,14650000,60,KS,Deployed,2021-07-05T16:57:16.000Z
a011H00000W6mutQAB,0031H00001rEkxXQAS,Mechanical Engineer,Civilian,PATRICK,0031H00001rEkxXQAS,COLON,PATRICK COLON,11,15,GS,SUPERVISORY GENERAL SUPPLY SPECIALIST,a001H00000k7FjpQAE,1,false,10500000,13650000,17745000,4200000,34,USA,2018-06-14T17:33:02.000Z,2018-07-04,6300000,6.3,E,Emergency,a001H00000k7FjpQAE,2017-03-07,-9400000,3,Project 214,AvMC,Order Created,C3I,,51,NJ,Testing,2021-07-05T16:56:16.000Z
a011H00000W6muuQAB,0031H00001rEkxYQAS,Computer Engineer,Civilian,BRIAN,0031H00001rEkxYQAS,CONNELL,BRIAN CONNELL,12,20,GS,IT SPECIALIST (SYSADMIN/CUSTSPT),a001H00000k7FjqQAE,1,false,40000000,52000000,67600000,16000000,39,USA,2018-06-14T17:33:02.000Z,2020-05-26,16000000,6.4,C,Emergency,a001H00000k7FjqQAE,2017-03-31,-50000000,2,Project 215,GVSC,New,Soldier/Squad,8000000,87,CO,Not Started,2021-07-01T18:40:47.000Z
a011H00000W6muvQAB,0031H00001rEkxZQAS,Aerospace Engineer,Civilian,CAROLYN,0031H00001rEkxZQAS,CONNELL,CAROLYN CONNELL,13,20,GS,PROPERTY DISPOSAL SPECIALIST,a001H00000k7FjrQAE,2,false,12500000,16250000,21125000,6250000,65,USA,2018-06-14T17:33:02.000Z,2019-05-10,2500000,6.6,B,Emergency,a001H00000k7FjrQAE,2017-05-19,-89100000,2,Project 216,C5ISRC,Order Created,Basic Research,3750000,66,OH,Testing,2021-07-05T16:57:16.000Z
a011H00000W6muwQAB,0031H00001rEkxaQAC,Aerospace Engineer,Civilian,ED,0031H00001rEkxaQAC,CONNELL,ED CONNELL,12,05,GS,STAFF SUPPORT ANALYST,a001H00000k7FjsQAE,3,false,42500000,55250000,71825000,21250000,59,USA,2018-06-14T17:33:02.000Z,2018-12-23,21250000,6.1,A,Emergency,a001H00000k7FjsQAE,2017-11-29,-72400000,2,Project 217,SC,Received,Basic Research,,74,TX,Design,2021-07-05T16:57:16.000Z
a011H00000W6muxQAB,0031H00001rEkxbQAC,Electrical Engineer,Civilian,BRANDON,0031H00001rEkxbQAC,CONNELL,BRANDON CONNELL,12,10,GS,PROPERTY DISPOSAL SPECIALIST,a001H00000k7FjtQAE,3,false,5500000,7150000,9295000,1100000,37,USA,2018-06-14T17:33:02.000Z,2019-07-16,550000,6.3,A,Emergency,a001H00000k7FjtQAE,2017-09-18,-96600000,3,Project 218,ARL,Review in Process,Soldier/Squad,3850000,97,NC,Deployed,2021-04-19T12:50:32.000Z
a011H00000W6muyQAB,0031H00001rEkxcQAC,Chemist,Civilian,JAMES,0031H00001rEkxcQAC,CONNELL,JAMES CONNELL,12,10,GS,GENERAL ENGINEER (DEP),a001H00000k7FjuQAE,4,false,29200000,37960000,49348000,20440000,63,USA,2018-06-14T17:33:02.000Z,2019-10-30,17520000,6.5,C,Emergency,a001H00000k7FjuQAE,2017-06-18,-87500000,1,Project 219,GVSC,Order Created,Ground Maneuver,-8760000,92,IL,Testing,2021-07-01T18:40:47.000Z
a011H00000W6muzQAB,0031H00001rEkxdQAC,Physicist,Civilian,CALVIN,0031H00001rEkxdQAC,CONNELL,CALVIN CONNELL,12,05,GS,PURCHASING AGENT,a001H00000k7FjvQAE,1,false,90400000,117520000,152776000,45200000,49,USA,2018-06-14T17:33:02.000Z,2020-03-17,45200000,6.3,A,Emergency,a001H00000k7FjvQAE,2017-11-10,-50600000,3,Project 220,SC,Quote Provided,Soldier/Squad,,64,KY,Development,2021-07-05T16:57:16.000Z
a011H00000W6mv0QAB,0031H00001rEkxeQAC,Chemist,Civilian,STEVE,0031H00001rEkxeQAC,CONNELL,STEVE CONNELL,13,05,GS,LOGISTICS MANAGEMENT SPECIALIST,a001H00000k7FjwQAE,5,false,16800000,21840000,28392000,3360000,43,USA,2018-06-14T17:33:02.000Z,2020-03-17,6720000,6.5,B,Emergency,a001H00000k7FjwQAE,2017-04-28,-95400000,4,Project 222,C5ISRC,Quote Provided,Lethality,6720000,56,GA,Development,2021-07-05T16:57:16.000Z
a011H00000W6mv1QAB,0031H00001rEkxfQAC,Electrical Engineer,Civilian,STEVE,0031H00001rEkxfQAC,CORPENING,STEVE CORPENING,12,10,WG,MAT HANDLER,a001H00000k7FjxQAE,3,false,54700000,71110000,92443000,38290000,54,USA,2018-06-14T17:33:02.000Z,2018-12-09,16410000,6.5,C,Emergency,a001H00000k7FjxQAE,2017-11-07,-80100000,2,Project 223,GVSC,Order Created,Soldier/Squad,,65,AZ,Testing,2021-07-01T18:40:47.000Z
a011H00000W6mv2QAB,0031H00001rEkxgQAC,Computer Engineer,Civilian,LARRY,0031H00001rEkxgQAC,CORPENING,LARRY CORPENING,12,20,GS,STAFF SUPPORT ANALYST,a001H00000k7FjyQAE,1,true,7000000,9100000,11830000,4200000,35,USA,2018-06-14T17:33:02.000Z,2020-01-27,4200000,6.2,B,Emergency,a001H00000k7FjyQAE,2017-06-03,-60400000,4,Project 224,C5ISRC,Quote Provided,Ground Maneuver,-1400000,63,GA,Development,2021-07-05T16:57:16.000Z
a011H00000W6mv3QAB,0031H00001rEkxhQAC,Computer Engineer,Civilian,GARY,0031H00001rEkxhQAC,CORPENING,GARY CORPENING,12,10,GS,GENERAL SUPPLY SPECIALIST,a001H00000k7FjzQAE,1,false,22800000,29640000,38532000,2280000,27,USA,2018-06-14T17:33:02.000Z,2018-06-15,11400000,6.2,B,Emergency,a001H00000k7FjzQAE,2017-12-28,-56800000,2,Project 225,C5ISRC,Received,Ground Maneuver,9120000,70,TX,Design,2021-07-05T16:57:16.000Z
a011H00000W6mv4QAB,0031H00001rEkxiQAC,Chemist,Civilian,DAVID,0031H00001rEkxiQAC,CORPENING,DAVID CORPENING,12,20,WG,MOTOR VEHICLE OPERATOR,a001H00000k7Fk0QAE,3,false,98200000,127660000,165958000,29460000,63,USA,2018-06-14T17:33:02.000Z,2019-06-22,58920000,6.5,B,Emergency,a001H00000k7Fk0QAE,2017-07-31,-64100000,1,Project 226,C5ISRC,Quote Provided,Lethality,9820000,76,CA,Development,2021-07-05T16:57:16.000Z
a011H00000W6mv5QAB,0031H00001rEkxjQAC,Aerospace Engineer,Civilian,JAMES,0031H00001rEkxjQAC,CORPENING,JAMES CORPENING,12,10,WG,DISTRIBUTION PROCESS WORKER,a001H00000k7Fk1QAE,2,true,61600000,80080000,104104000,24640000,49,USA,2018-06-14T17:33:02.000Z,2019-02-13,24640000,6.2,C,Emergency,a001H00000k7Fk1QAE,2017-07-03,-4300000,1,Project 227,GVSC,Quote Provided,Ground Maneuver,12320000,56,VA,Development,2021-07-01T18:40:47.000Z
a011H00000W6mv6QAB,0031H00001rEkxkQAC,Aerospace Engineer,Civilian,JOHNNY,0031H00001rEkxkQAC,CORPENING,JOHNNY CORPENING,13,10,GS,PURCHASING AGENT,a001H00000k7Fk2QAE,2,false,96700000,125710000,163423000,48350000,67,USA,2018-06-14T17:33:02.000Z,2018-06-29,9670000,6.5,B,Emergency,a001H00000k7Fk2QAE,2017-04-22,-8000000,3,Project 228,AC,Received,C3I,38680000,76,NJ,Design,2021-07-05T16:57:16.000Z
a011H00000W6mv7QAB,0031H00001rEkxlQAC,Physicist,Civilian,ANN,0031H00001rEkxlQAC,CORPENING,ANN CORPENING,13,15,GS,PROPERTY DISPOSAL SPECIALIST,a001H00000k7Fk3QAE,1,false,77800000,101140000,131482000,31120000,53,USA,2018-06-14T17:33:02.000Z,2019-12-10,46680000,6.4,B,Emergency,a001H00000k7Fk3QAE,2017-10-14,600000,1,Project 229,C5ISRC,Quote Approved,Soldier/Squad,,58,VA,Requirement,2021-07-05T16:57:16.000Z
a011H00000W6mv8QAB,0031H00001rEkxmQAC,Chemist,Civilian,MIKE,0031H00001rEkxmQAC,CORPENING,MIKE CORPENING,12,10,GS,TRANS ASST,a001H00000k7Fk4QAE,1,true,33800000,43940000,57122000,10140000,35,Italy,2018-06-14T17:33:02.000Z,2019-09-04,6760000,6.1,D,Emergency,a001H00000k7Fk4QAE,2017-07-22,-6200000,1,Project 230,CBC,Quote Provided,C3I,16900000,71,,Development,2021-07-05T16:57:16.000Z
a011H00000W6mv9QAB,0031H00001rEkxnQAC,Mechanical Engineer,Civilian,JASON,0031H00001rEkxnQAC,COX,JASON COX,13,10,GS,FORWARD LOGISTICS SPECIALIST,a001H00000k7Fk5QAE,5,false,30500000,39650000,51545000,15250000,47,Turkey,2018-06-14T17:33:02.000Z,2019-07-08,18300000,6.4,E,Emergency,a001H00000k7Fk5QAE,2017-11-08,3100000,3,Project 231,AvMC,New,Air,-3050000,89,,Not Started,2021-07-05T16:56:16.000Z
a011H00000W6mvAQAR,0031H00001rEkxoQAC,Mechanical Engineer,Civilian,DAVID,0031H00001rEkxoQAC,CRAVENER,DAVID CRAVENER,12,10,WG,MATERIALS HANDLER,a001H00000k7Fk6QAE,5,false,16200000,21060000,27378000,9720000,68,UAE,2018-06-14T17:33:02.000Z,2019-07-17,8100000,6.4,A,Emergency,a001H00000k7Fk6QAE,2017-01-21,-96200000,1,Project 232,SC,Quote Provided,Soldier/Squad,-1620000,95,,Development,2021-07-05T16:57:16.000Z
a011H00000W6mvBQAR,0031H00001rEkxpQAC,Mechanical Engineer,Civilian,LARRY,0031H00001rEkxpQAC,DANIELS,LARRY DANIELS,11,20,WG,MATERIALS HANDLER,a001H00000k7Fk7QAE,3,false,65600000,85280000,110864000,45920000,54,Spain,2018-06-14T17:33:02.000Z,2019-11-16,19680000,6.6,D,Emergency,a001H00000k7Fk7QAE,2017-06-21,-42300000,1,Project 233,AvMC,Quote Provided,Air,,93,,Development,2021-07-05T16:56:16.000Z
